MonthlyIncome_z	Age_z	DistanceFromHome_z	NumCompaniesWorked_z	PercentSalaryHike_z	TotalWorkingYears_z	TrainingTimesLastYear_z	YearsAtCompany_z	YearsInCurrentRole_z	YearsSinceLastPromotion_z	YearsWithCurrManager_z	MRate_DRate_dv_z	YAtCompany_TotalWorkY_dv_z	NumCompWork_TotalWorkY_dv_z	DailyRate_z	HourlyRate_z	MonthlyProfit_dv_z	distcluster_JR_SalesRep_Attrition_z	distcluster_JR_SalesRep_Attrition_OverTime_z	distcluster_JR_LabTech_Attrition_NoStockOption_z	distcluster_JR_LabTech_z	distcluster_JR_LabTech_Attrition_WorkLifeBalance1_z	distcluster_JR_HR_HighAttrition_z	distcluster_JR_HR_LowAttrition_z	distcluster_JR_HR_MediumAttrition_z	distcluster_JR_SalesExec_Attrition_OverTime_z	distcluster_JR_SalesExec_LowAttrition_z	distcluster_JR_SalesExec_NoStockOption1_z	distcluster_JR_ResrchScist_HighAttrition_z	distcluster_JR_ResrchScist_LowAttrition_z	distcluster_JR_ResrchScist_NoAttrition_z	Attrition_flag	OverTime_flag	BT_Non-Travel_flag	BT_Travel_Frequently_flag	Educ_HR_flag	Educ_Marketing_flag	Educ_Medical_flag	Educ_LifeSciences_flag	Educ_TechDegree_flag	Gender_Female_flag	JR_HealthcareRep_flag	JR_ManufctDirec_flag	JR_ResearchDirec_flag	JR_Manager_flag	MS_Single_flag	MS_Married_flag	Educ_low_flag	WLBalance_1_flag	WLBalance_2_flag	WLBalance_3_flag	EnvSatisf_1_flag	EnvSatisf_2_flag	EnvSatisf_4_flag	JInvolv_1_flag	JInvolv_2_flag	JInvolv_4_flag	RelSatisf_1_flag	RelSatisf_2_flag	RelSatisf_4_flag	JobSatisf_1_flag	JobSatisf_2_flag	JobSatisf_4_flag	JL_1_flag	JL_2_flag	JL_3_flag	JL_4_flag	PerfRating_3_flag	StockOpt_0_flag	StockOpt_1_flag	StockOpt_2_flag	NumCompaniesWorked_0_flag	YearsInCurrentRole_0_flag	YearsSinceLastPromotion_0_flag	YearsWithCurrManager_0_flag
0.3578295802544163	0.5163264815762099	0.786662412156377	0.0	0.29462825068071086	0.4425695026924354	0.8855832135644309	0.45146936418645894	0.5871903918213076	0.0	0.5540299852742842	0.5151251442120554	0.8461762314378922	0.46193448102829276	0.506084466714388	0.7714285714285715	0.7247446214863836	0.5163182484878341	0.7274256987391148	0.559036629403479	0.010123940198612394	0.6110659625728152	0.6407016830995923	0.780579335511527	0.6494330122351293	0.9045367539593377	0.556819923235635	0.7846269324915991	0.5419505293275305	0.7527170422218717	0.8039581295302094	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0
0.5512297228291684	0.3618266002292456	0.764583262252889	0.0	0.16119148642880446	0.5514318013566624	0.6300155102673728	0.5657056495708565	0.6356894200441515	0.0	0.774468971278986	0.785966476207032	0.9079899038394695	0.34707404609223225	0.03650680028632784	0.2714285714285714	0.5964443009661724	0.7828942567589997	0.5452319659051343	0.08752079019083743	0.5611905262143339	0.5513199387585509	0.7051660885617103	0.799882544824319	0.6553870863836336	0.5660124745195851	0.9319061593720828	0.7823472475070559	0.767105139858274	0.5381777849003658	0.8867312645911904	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0
0.424612031557004	0.4158193760547866	0.9594553060542407	0.0	0.6551693907741266	0.409117610877761	0.3027739680282222	0.45146936418645894	0.45840527449527413	0.8273412837199134	0.5540299852742842	0.535706285145905	1.0	0.5013473272386303	0.4065855404438082	0.014285714285714285	0.6833767611317361	0.5170658200077968	0.7284409257366812	0.7947406519497596	0.5557903225307157	0.9048429601037734	0.6494368437588612	0.8563072302107994	0.6669217966907726	0.9326218821183103	0.5863710655642892	0.808199449999543	0.5408515682788849	0.005724783019703362	0.6302610474171314	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0
0.3920129791015225	0.49205205274775143	0.8464572282824016	0.0	0.0	0.3281456839484778	0.4807714957147034	0.31705935241720895	0.45840527449527413	0.6676738967841983	0.4819007411986283	0.29122173398423545	0.6897281500248712	0.6075273485858452	0.8904795991410165	0.9	0.5412871538266424	0.5071778570936596	0.7235098795813548	0.5595873063645914	0.05456188415373016	0.6104127053925105	0.624131649023216	0.802421454397817	0.6551200170592539	0.9127904441764433	0.5655613709331931	0.7916484018242687	0.5460004313387862	0.7543160004224915	0.8088980725821494	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0
0.2897514787765043	0.3337634958921802	0.9301357462019375	0.8374720470628311	0.4067137573904302	0.4425695026924354	0.7631977339857803	0.4143295273383074	0.45840527449527413	0.0	0.5540299852742842	0.8653761062804272	0.6897281500248712	0.7832005856504843	0.0007158196134574087	0.2857142857142857	0.6524776904097586	0.745863243573286	0.5016369171078072	0.0012721932533781865	0.555602361841992	0.5388024568353379	0.6410712420298134	0.866935082118777	0.6842363653583223	0.6206359922647181	0.9596431809449826	0.8080059438309866	0.5463768094565962	0.7549828820519713	0.8083518190143443	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0
0.8175096705388271	0.3618266002292456	0.8819641322615033	0.0	0.0	0.5514318013566624	0.3027739680282222	0.5890023204859173	0.7829607568447465	0.9152371166708135	0.774468971278986	0.31501724273061543	1.0	0.34707404609223225	0.9212598425196851	0.3	0.40565406876196186	0.6089448602450894	0.792249062740837	0.8018378187054378	0.5631728196950596	0.9149765124489749	0.7541623200552678	0.8692576056204667	0.6968294445730703	0.9184328870522539	0.5715115703007763	0.7963938484048011	0.5775733835498102	0.7854665288845696	0.8330698868198071	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0
0.46896492068516804	0.441829352728604	0.41837892894902073	0.0	0.16119148642880446	0.47295706595569714	0.8855832135644309	0.4842285604090739	0.45840527449527413	0.0	0.659878664650796	0.6689876639801362	0.8682985834132227	0.42797008942174697	0.16607015032211883	0.7142857142857143	0.6717550210989923	0.7597088050873161	0.5178341896522923	0.7957471593687576	0.5565974809895557	0.9063785037986457	0.6808294308973086	0.6779812851308779	0.6681719752331501	0.5488575984636445	0.9242519049307953	0.7696041212175371	0.763863175271657	0.5305401390021659	0.25036811229018097	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0
0.4275637651726948	0.1471910011351235	0.786662412156377	0.0	0.29462825068071086	0.20375656473696982	0.4807714957147034	0.2422112556152789	0.0	0.0	0.0	0.2916808044568502	1.0	0.8160227715543268	0.7308518253400144	0.9428571428571428	0.5019023681601218	0.896076009390376	0.7478050223166809	0.5643238559308013	0.0965465232288294	0.6153680407546931	0.5577075500779503	0.906707079664964	0.8030421443695084	0.5696881928808907	0.9336294537177037	0.7846269324915986	0.7774743011122358	0.9313866494593724	0.5454831157040305	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1
0.9348041499659695	0.8830504734658231	0.16845320497185953	0.4519412029225693	0.5840194376170281	0.8964552838679536	0.6300155102673728	0.835975147402198	0.7509957600416493	0.7924929904974088	0.740074940797114	0.49172217530719975	0.8211354060177917	0.2431120929187065	0.7995705082319255	0.6857142857142857	0.5527474808033759	0.6289320631869904	0.8093447789407017	0.6117644514760084	0.820915839412799	0.9061391287910573	0.8926130765294027	0.7369579488605279	0.8416526382418591	0.821856626529464	0.7523157821524962	0.5410952444184535	0.6433176613489744	0.8400585591307214	0.891933400729036	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
0.5306274819470219	0.5861236420594016	0.16845320497185953	0.8374720470628311	0.0	0.4425695026924354	0.6300155102673728	0.37084622667562	0.45840527449527413	0.6676738967841983	0.4819007411986283	0.4051825451904683	0.5299230430362922	0.7832005856504843	0.19255547602004294	0.21428571428571427	0.4090437429381788	0.7430096813781046	0.503356060904337	0.5581332235467571	0.7884796441795869	0.8505196787716583	0.7037701197757704	0.6352253947121382	0.7425254236284511	0.6046871539445987	0.9528283467363499	0.7922048023270959	0.047702825874827985	0.533056166900152	0.5193663773647834	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0
0.5363214288689601	0.2132594819929699	0.6612736873875701	0.0	0.717444870132383	0.409117610877761	0.8855832135644309	0.4143295273383074	0.45840527449527413	0.6676738967841983	0.5540299852742842	0.41547359976324866	0.815115255610552	0.5013473272386303	0.4087329992841804	0.9428571428571428	0.4980284548158738	0.7161860633540293	0.907751369582087	0.794121082646145	0.555602361841992	0.9037715701398132	0.6310059373030753	0.7724775180908255	0.666230459876035	0.8924369385099865	0.5439671550655414	0.7739746492041676	0.7661073435639673	0.5335561334231094	0.8872879433266514	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
0.4803383580403321	0.5400800735631394	0.5968327092141953	0.9368754236940514	0.938968406691434	0.5514318013566624	0.7631977339857803	0.45146936418645894	0.5299581562583181	0.0	0.5540299852742842	0.26627055484934425	0.5299230430362922	0.7511690132177952	0.7988546886184682	0.7428571428571429	0.48322457167892635	0.09906639302496646	0.5050443718246711	0.559036629403479	0.788073145009285	0.8520032251277333	0.6463205790576242	0.7056133018060206	0.6421647817935279	0.8683224835536951	0.7878222431192522	0.5880694719887566	0.5416947626617973	0.7557145239562482	0.8016816758714826	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0
0.868264008379441	0.49205205274775143	0.5186936746354074	0.0	0.0	0.6172837516189285	0.7631977339857803	0.6315744174363289	0.6782006484066437	0.744934034141695	0.8629190897730551	0.692112984599695	0.9292959907690481	0.2854537456295862	0.22691481746599856	0.32857142857142857	0.6151220974473678	0.641669067688915	0.8152119537106556	0.5742052087819067	0.7964317910383791	0.867893825749146	0.8008167998912791	0.7646999077739903	0.7152019937707306	0.8264401151051819	0.7542164098036873	0.5556939984345445	0.5913530166080522	0.7969997304427915	0.8450408687176751	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0
0.08704996138783493	0.11243223749792089	0.764583262252889	0.0	0.4067137573904302	0.0	1.0	0.0	0.0	0.0	0.0	0.6863201982313311	1.0	1.0	0.20687186828919113	0.9428571428571428	0.8168884174602808	0.5402165201034951	0.7599392417774337	0.6001145738324836	0.8227879891446566	0.8883683260027203	0.5801217677247769	0.9567630233981367	0.862251255263518	0.8416513310178306	0.7653556495865678	0.5740701630809996	0.6275063487197182	0.2822301427610129	0.7342552253611427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1
0.43060784576619676	0.49205205274775143	0.47213614689189287	0.4519412029225693	0.0	0.5009461815029508	0.4807714957147034	0.4143295273383074	0.45840527449527413	0.6676738967841983	0.5540299852742842	0.5507713526948701	0.5299230430362922	0.5484883837107486	0.427344309234073	0.7571428571428571	0.726796873198515	0.5172516556179596	0.7286166727207777	0.5581608765753927	0.7879402225728775	0.8508834074694683	0.6470684776270379	0.6788468578414774	0.658819274625738	0.7923501086891099	0.7294294042280179	0.5136732048795687	0.01603400519210882	0.5305604352834592	0.5166684484601582	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0.9886151975153794	0.8830504734658231	0.41837892894902073	0.7606437753940114	0.0	0.8312986456056142	0.6300155102673728	0.6699298196236304	0.8915940532544508	0.8273412837199134	0.774468971278986	0.3410002859010024	0.567152631099611	0.4443725107379763	0.8446671438797423	0.4	0.20794613415730856	0.6505789282371977	0.8254641447003495	0.8094869228145601	0.5723074901356495	0.9254031631836646	0.8770831430323119	0.7785230280245663	0.7982306968906758	0.8899861336658638	0.5441166486911904	0.763071827142242	0.8410406413716932	0.6483609241235911	0.9702528805608419	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.5284730673334306	0.441829352728604	0.786662412156377	0.0	0.9037101217455652	0.5514318013566624	0.8855832135644309	0.5890023204859173	0.45840527449527413	0.8780679346830949	0.740074940797114	0.20259268347381287	1.0	0.34707404609223225	0.7322834645669292	0.6	0.4182673461387691	0.7753257771188193	0.5362434212626689	0.5690213273637296	0.7933114058440245	0.8625903770658111	0.6972874209943474	0.7930397415119588	0.646963966304692	0.5696881928808907	0.9336294537177037	0.7846269324915986	0.060926910924418945	0.5366286166819019	0.5191785532897588	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0
0.7064870425592445	0.6729540495793078	0.5598616529650713	0.0	0.0	0.5514318013566624	0.4807714957147034	0.5657056495708565	0.7163023562836078	0.8273412837199134	0.4819007411986283	0.5944295023277596	0.9079899038394695	0.34707404609223225	0.42161775232641374	0.2571428571428571	0.731547028846819	0.5374822203495246	0.7473637013283618	0.8001080882290927	0.5611905262143339	0.9125824467849921	0.6808099978662279	0.7047962021031406	0.672886634054953	0.6262488848270407	0.1618189831734817	0.5566956743782497	0.7779032476374205	0.5557650442177418	0.8988122954809847	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0
0.824941882560164	0.7140324303337203	0.5186936746354074	0.646609902096236	0.4067137573904302	0.8032297080722495	0.7631977339857803	0.7961779783592191	0.6782006484066437	0.8550213063863027	1.0	0.21324222967125492	0.9233821686046718	0.39806580143162607	0.2684323550465283	0.17142857142857143	0.21267323079761108	0.6715837863093972	0.8345324066349467	0.8263602939148781	0.5931908343028707	0.9480437815770836	0.873144788109846	0.7918153497188156	0.7518091243498012	0.8704849443379398	0.5220774782814733	0.7493868971336022	0.810873566336397	0.6065537513178201	0.9348799960727933	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0
0.9867048553327665	0.7537171270476598	0.16845320497185953	0.646609902096236	0.16119148642880446	0.7737858693146863	0.4807714957147034	0.31705935241720895	0.45840527449527413	0.744934034141695	0.37900380148127233	0.6050685137987668	0.11110392573423819	0.41760321109569304	0.4316392269148175	0.7571428571428571	0.4900500380473632	0.5969044896029465	0.7959860157422961	0.5595873063645914	0.7901816820743927	0.8514845491664104	0.7999916180127856	0.7215703781655312	0.8392700583939827	0.8380544168939055	0.7650045296823085	0.555569049140448	0.8340509111627074	0.6384368427832994	0.9624232358825321	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.36841382883520335	0.4672295306473304	0.16845320497185953	0.7606437753940114	0.0	0.47295706595569714	0.6300155102673728	0.2422112556152789	0.3571545400880927	0.0	0.0	0.3117310143633033	0.16813700571666157	0.7130758976488732	0.58840372226199	0.6857142857142857	0.49694468143980447	0.5187717912507608	0.746775545275283	0.07329151789210997	0.5647575459029271	0.5449842254029258	0.6330152877773949	0.739304844204256	0.8535904697224133	0.8558874285006105	0.7787323200144318	0.5725629782053623	0.7648732846656341	0.5301487503151953	0.8859193835580422	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1
0.6899557783705821	0.7140324303337203	0.630436285991766	0.4519412029225693	0.29462825068071086	0.5269944115945786	0.8855832135644309	0.4143295273383074	0.45840527449527413	0.6676738967841983	0.5540299852742842	0.4289938231099772	0.4757149499668464	0.5237544841223706	0.9713672154617037	0.15714285714285714	0.692531187308322	0.764359584323669	0.5308718027331607	0.5581608765753927	0.7879402225728775	0.8508834074694683	0.7006274860900579	0.7263242148030589	0.6670630943880018	0.503770207213421	0.9039267637648707	0.7421494244647303	0.7757128834581811	0.5519902032169172	0.8965670188467035	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0
0.3220178590372734	0.3891645603716418	0.5968327092141953	0.0	0.29462825068071086	0.5514318013566624	0.8855832135644309	0.5890023204859173	0.0	0.6676738967841983	0.774468971278986	0.8702111447028374	1.0	0.34707404609223225	0.0164638511095204	0.7571428571428571	0.7214702423501741	0.5607777980685862	0.7525905907335319	0.10079438413751649	0.5631728196950596	0.5547055031222322	0.6976530122030694	0.7548480614162695	0.6690507926244029	0.8280878156335114	0.7553384699580105	0.5583184582406219	0.5454188641479147	0.7563298095278513	0.8059311417077129	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0
