MonthlyIncome_z	Age_z	DistanceFromHome_z	NumCompaniesWorked_z	PercentSalaryHike_z	TotalWorkingYears_z	TrainingTimesLastYear_z	YearsAtCompany_z	YearsInCurrentRole_z	YearsSinceLastPromotion_z	YearsWithCurrManager_z	DRate_HRate_dv_z	MRate_DRate_dv_z	YAtCompany_TotalWorkY_dv_z	NumCompWork_TotalWorkY_dv_z	DailyRate_z	HourlyRate_z	MonthlyRate_z	MonthlyProfit_dv_z	Attrition_flag	OverTime_flag	BT_Non-Travel_flag	BT_Travel_Frequently_flag	Dep_Sales_flag	Dep_HR_flag	Educ_HR_flag	Educ_Marketing_flag	Educ_Medical_flag	Educ_LifeSciences_flag	Educ_TechDegree_flag	Gender_Female_flag	JR_LabTech_flag	JR_ResrchScist_flag	JR_HR_flag	JR_SalesRep_flag	JR_SalesExec_flag	JR_HealthcareRep_flag	JR_ManufctDirec_flag	JR_ResearchDirec_flag	JR_Manager_flag	MS_Single_flag	MS_Married_flag	Educ_low_flag	WLBalance_1_flag	WLBalance_2_flag	WLBalance_3_flag	EnvSatisf_1_flag	EnvSatisf_2_flag	EnvSatisf_4_flag	JInvolv_1_flag	JInvolv_2_flag	JInvolv_4_flag	RelSatisf_1_flag	RelSatisf_2_flag	RelSatisf_4_flag	JobSatisf_1_flag	JobSatisf_2_flag	JobSatisf_4_flag	JL_1_flag	JL_2_flag	JL_3_flag	JL_4_flag	PerfRating_3_flag	StockOpt_0_flag	StockOpt_1_flag	StockOpt_2_flag	NumCompaniesWorked_0_flag	YearsInCurrentRole_0_flag	YearsSinceLastPromotion_0_flag	YearsWithCurrManager_0_flag
0.3578295802544163	0.5163264815762099	0.786662412156377	0.0	0.29462825068071086	0.4425695026924354	0.8855832135644309	0.45146936418645894	0.5871903918213076	0.0	0.5540299852742842	0.4177352306172875	0.5151251442120554	0.8461762314378922	0.46193448102829276	0.506084466714388	0.7714285714285715	0.5775948604697851	0.7247446214863836	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0
0.5512297228291684	0.3618266002292456	0.764583262252889	0.0	0.16119148642880446	0.5514318013566624	0.6300155102673728	0.5657056495708565	0.6356894200441515	0.0	0.774468971278986	0.1599252440821151	0.785966476207032	0.9079899038394695	0.34707404609223225	0.03650680028632784	0.2714285714285714	0.425135514956836	0.5964443009661724	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0
0.424612031557004	0.4158193760547866	0.9594553060542407	0.0	0.6551693907741266	0.409117610877761	0.3027739680282222	0.45146936418645894	0.45840527449527413	0.8273412837199134	0.5540299852742842	0.667543175706117	0.535706285145905	1.0	0.5013473272386303	0.4065855404438082	0.014285714285714285	0.5250351335073279	0.6833767611317361	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0
0.3920129791015225	0.49205205274775143	0.8464572282824016	0.0	0.0	0.3281456839484778	0.4807714957147034	0.31705935241720895	0.45840527449527413	0.6676738967841983	0.4819007411986283	0.5357228720393649	0.29122173398423545	0.6897281500248712	0.6075273485858452	0.8904795991410165	0.9	0.2675767918088737	0.5412871538266424	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0
0.2897514787765043	0.3337634958921802	0.9301357462019375	0.8374720470628311	0.4067137573904302	0.4425695026924354	0.7631977339857803	0.4143295273383074	0.45840527449527413	0.0	0.5540299852742842	0.08547752657314273	0.8653761062804272	0.6897281500248712	0.7832005856504843	0.0007158196134574087	0.2857142857142857	0.43577594860469787	0.6524776904097586	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0
0.8175096705388271	0.3618266002292456	0.8819641322615033	0.0	0.0	0.5514318013566624	0.3027739680282222	0.5890023204859173	0.7829607568447465	0.9152371166708135	0.774468971278986	0.7514220265721572	0.31501724273061543	1.0	0.34707404609223225	0.9212598425196851	0.3	0.32527604898614737	0.40565406876196186	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0
0.46896492068516804	0.441829352728604	0.41837892894902073	0.0	0.16119148642880446	0.47295706595569714	0.8855832135644309	0.4842285604090739	0.45840527449527413	0.0	0.659878664650796	0.2179817079891099	0.6689876639801362	0.8682985834132227	0.42797008942174697	0.16607015032211883	0.7142857142857143	0.5203372816703473	0.6717550210989923	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0
0.4275637651726948	0.1471910011351235	0.786662412156377	0.0	0.29462825068071086	0.20375656473696982	0.4807714957147034	0.2422112556152789	0.0	0.0	0.0	0.4721822881572351	0.2916808044568502	1.0	0.8160227715543268	0.7308518253400144	0.9428571428571428	0.20999799237100983	0.5019023681601218	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1
0.9348041499659695	0.8830504734658231	0.16845320497185953	0.4519412029225693	0.5840194376170281	0.8964552838679536	0.6300155102673728	0.835975147402198	0.7509957600416493	0.7924929904974088	0.740074940797114	0.5597002840196603	0.49172217530719975	0.8211354060177917	0.2431120929187065	0.7995705082319255	0.6857142857142857	0.8001204577394098	0.5527474808033759	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
0.5306274819470219	0.5861236420594016	0.16845320497185953	0.8374720470628311	0.0	0.4425695026924354	0.6300155102673728	0.37084622667562	0.45840527449527413	0.6676738967841983	0.4819007411986283	0.3765274123629596	0.4051825451904683	0.5299230430362922	0.7832005856504843	0.19255547602004294	0.21428571428571427	0.08881750652479421	0.4090437429381788	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0
0.5363214288689601	0.2132594819929699	0.6612736873875701	0.0	0.717444870132383	0.409117610877761	0.8855832135644309	0.4143295273383074	0.45840527449527413	0.6676738967841983	0.5540299852742842	0.33562732065983647	0.41547359976324866	0.815115255610552	0.5013473272386303	0.4087329992841804	0.9428571428571428	0.246456534832363	0.4980284548158738	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
0.4803383580403321	0.5400800735631394	0.5968327092141953	0.9368754236940514	0.938968406691434	0.5514318013566624	0.7631977339857803	0.45146936418645894	0.5299581562583181	0.0	0.5540299852742842	0.5437628794831261	0.26627055484934425	0.5299230430362922	0.7511690132177952	0.7988546886184682	0.7428571428571429	0.19642642039751054	0.48322457167892635	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0
0.868264008379441	0.49205205274775143	0.5186936746354074	0.0	0.0	0.6172837516189285	0.7631977339857803	0.6315744174363289	0.6782006484066437	0.744934034141695	0.8629190897730551	0.3657430594597708	0.692112984599695	0.9292959907690481	0.2854537456295862	0.22691481746599856	0.32857142857142857	0.770889379642642	0.6151220974473678	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0
0.08704996138783493	0.11243223749792089	0.764583262252889	0.0	0.4067137573904302	0.0	1.0	0.0	0.0	0.0	0.0	0.21282602388494648	0.6863201982313311	1.0	1.0	0.20687186828919113	0.9428571428571428	0.6901023890784983	0.8168884174602808	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1
0.43060784576619676	0.49205205274775143	0.47213614689189287	0.4519412029225693	0.0	0.5009461815029508	0.4807714957147034	0.4143295273383074	0.45840527449527413	0.6676738967841983	0.5540299852742842	0.38204853172767167	0.5507713526948701	0.5299230430362922	0.5484883837107486	0.427344309234073	0.7571428571428571	0.6026099176872114	0.726796873198515	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
0.9886151975153794	0.8830504734658231	0.41837892894902073	0.7606437753940114	0.0	0.8312986456056142	0.6300155102673728	0.6699298196236304	0.8915940532544508	0.8273412837199134	0.774468971278986	0.6754212501572563	0.3410002859010024	0.567152631099611	0.4443725107379763	0.8446671438797423	0.4	0.3469584420799036	0.20794613415730856	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.5284730673334306	0.441829352728604	0.786662412156377	0.0	0.9037101217455652	0.5514318013566624	0.8855832135644309	0.5890023204859173	0.45840527449527413	0.8780679346830949	0.740074940797114	0.5596354645783126	0.20259268347381287	1.0	0.34707404609223225	0.7322834645669292	0.6	0.10387472395101385	0.4182673461387691	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0
0.7064870425592445	0.6729540495793078	0.5598616529650713	0.0	0.0	0.5514318013566624	0.4807714957147034	0.5657056495708565	0.7163023562836078	0.8273412837199134	0.4819007411986283	0.5340723106251062	0.5944295023277596	0.9079899038394695	0.34707404609223225	0.42161775232641374	0.2571428571428571	0.7660710700662517	0.731547028846819	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0
0.824941882560164	0.7140324303337203	0.5186936746354074	0.646609902096236	0.4067137573904302	0.8032297080722495	0.7631977339857803	0.7961779783592191	0.6782006484066437	0.8550213063863027	1.0	0.4636882171310873	0.21324222967125492	0.9233821686046718	0.39806580143162607	0.2684323550465283	0.17142857142857143	0.0	0.21267323079761108	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0
0.9867048553327665	0.7537171270476598	0.16845320497185953	0.646609902096236	0.16119148642880446	0.7737858693146863	0.4807714957147034	0.31705935241720895	0.45840527449527413	0.744934034141695	0.37900380148127233	0.38427743365303807	0.6050685137987668	0.11110392573423819	0.41760321109569304	0.4316392269148175	0.7571428571428571	0.8322826741618149	0.4900500380473632	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.36841382883520335	0.4672295306473304	0.16845320497185953	0.7606437753940114	0.0	0.47295706595569714	0.6300155102673728	0.2422112556152789	0.3571545400880927	0.0	0.0	0.475824201937003	0.3117310143633033	0.16813700571666157	0.7130758976488732	0.58840372226199	0.6857142857142857	0.18373820517968278	0.49694468143980447	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1
0.6899557783705821	0.7140324303337203	0.630436285991766	0.4519412029225693	0.29462825068071086	0.5269944115945786	0.8855832135644309	0.4143295273383074	0.45840527449527413	0.6676738967841983	0.5540299852742842	0.8563134172391745	0.4289938231099772	0.4757149499668464	0.5237544841223706	0.9713672154617037	0.15714285714285714	0.683677976309978	0.692531187308322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0
0.3220178590372734	0.3891645603716418	0.5968327092141953	0.0	0.29462825068071086	0.5514318013566624	0.8855832135644309	0.5890023204859173	0.0	0.6676738967841983	0.774468971278986	0.035471548524318997	0.8702111447028374	1.0	0.34707404609223225	0.0164638511095204	0.7571428571428571	0.5630596265810078	0.7214702423501741	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0
0.30062680010110715	0.6084585989950212	0.41837892894902073	0.646609902096236	0.4067137573904302	0.7265852995500696	1.0	0.2422112556152789	0.0	0.0	0.0	0.5668027167177697	0.1806438158920245	0.06730922895728252	0.45008919286235244	0.5676449534717252	0.37142857142857144	0.049829351535836175	0.42949708303548784	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1
0.3366714746949721	0.2132594819929699	0.0	0.4519412029225693	0.5840194376170281	0.4425695026924354	0.4807714957147034	0.31705935241720895	0.0	0.744934034141695	0.0	0.5106141059005257	0.18002199540378105	0.36548796931927924	0.6075273485858452	0.5089477451682176	0.44285714285714284	0.037181288897811686	0.41746028085871745	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1
0.3898024598794854	0.6936745276697153	0.16845320497185953	0.0	0.16119148642880446	0.4425695026924354	0.6300155102673728	0.45146936418645894	0.5299581562583181	0.6676738967841983	0.6114260816344944	0.5994583609044863	0.4823947318077564	0.8461762314378922	0.46193448102829276	0.8382247673586256	0.6	0.796185504918691	0.8452279382940946	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
0.3950265363798547	0.8293132398400435	0.2750185418947398	0.0	0.4067137573904302	0.3281456839484778	0.4807714957147034	0.37084622667562	0.45840527449527413	0.0	0.4819007411986283	0.43087430892002127	0.2129892127548643	1.0	0.6075273485858452	0.5490336435218325	0.8	0.06890182694238105	0.4266838840593078	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0
0.2870704095903488	0.5163264815762099	0.16845320497185953	0.0	0.29462825068071086	0.2753336315531388	0.6300155102673728	0.31705935241720895	0.45840527449527413	0.744934034141695	0.4819007411986283	0.40466962966696357	0.39257419163603946	1.0	0.6875271108583262	0.5640658554044381	0.9571428571428572	0.30487853844609514	0.5776281504369682	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0
0.48156375153534564	0.5400800735631394	0.41837892894902073	1.0	0.4067137573904302	0.4425695026924354	0.6300155102673728	0.2422112556152789	0.3571545400880927	0.0	0.0	0.4385924781502436	0.4598317684624665	0.19365133891230832	0.8866181923113398	0.5368647100930566	0.7428571428571429	0.4407950210801044	0.6232849862798903	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1
0.632321933454261	0.4672295306473304	0.0	0.4519412029225693	0.7723586203624077	0.5514318013566624	0.6300155102673728	0.45146936418645894	0.5299581562583181	0.6676738967841983	0.5540299852742842	0.7504736429237656	0.12352851698136674	0.5299230430362922	0.5013473272386303	0.7437365783822477	0.17142857142857143	0.044127685203774344	0.35035856757442296	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0.27472259125655024	0.5163264815762099	0.3544647562380779	0.0	0.16119148642880446	0.20375656473696982	0.6300155102673728	0.2422112556152789	0.0	0.0	0.0	0.3054830874407758	0.5430466964636418	1.0	0.8160227715543268	0.25912670007158195	0.6428571428571429	0.3539851435454728	0.607282034726866	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1
0.3444735075171493	0.30492905026469114	0.16845320497185953	0.0	0.29462825068071086	0.20375656473696982	1.0	0.2422112556152789	0.0	0.0	0.0	0.8787570724585807	0.46679401907674706	1.0	0.8160227715543268	0.8146027201145312	0.04285714285714286	0.7075286087131099	0.8013235870592847	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1
0.3366714746949721	0.2752722758108369	0.9450468649142872	0.0	0.16119148642880446	0.20375656473696982	0.4807714957147034	0.2422112556152789	0.0	0.0	0.37900380148127233	0.765537219217274	0.3265170348686448	1.0	0.8160227715543268	0.898353614889048	0.2571428571428571	0.33985143545472796	0.5912790831738418	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0
0.7792382827329368	0.30492905026469114	0.5598616529650713	0.0	0.5020488587751691	0.5269944115945786	0.0	0.5657056495708565	0.7509957600416493	0.6676738967841983	0.740074940797114	0.7462833053436164	0.136952590738561	1.0	0.37131081484961237	0.6385110952040086	0.1	0.03537442280666533	0.2680840270251574	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
0.5363214288689601	0.3891645603716418	0.0	0.0	0.938968406691434	0.5964059306250815	0.4807714957147034	0.6315744174363289	0.7509957600416493	0.7924929904974088	0.740074940797114	0.48989557718949306	0.45479968412809146	1.0	0.3044465330031311	0.443092340730136	0.4	0.3488054607508532	0.5568058662116355	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0
0.994367805912208	0.6518556701637165	0.6897954089065843	0.0	0.16119148642880446	0.7886912367059414	0.0	0.7961779783592191	0.9377602008211946	1.0	0.774468971278986	0.7585526350548316	0.41124119491288397	0.9600953657702138	0.14501361245005598	0.9005010737294202	0.2714285714285714	0.569604497088938	0.32540872091682616	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0.5796357514087206	0.49205205274775143	0.9146823296621448	0.0	0.8211032215206605	0.5514318013566624	0.4807714957147034	0.5657056495708565	0.6356894200441515	0.9152371166708135	0.740074940797114	0.5424628490509816	0.36421311503480724	0.9079899038394695	0.34707404609223225	0.6893342877594846	0.6	0.31881148363782374	0.5267369197777112	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
